rpm,engine_temperature,battery_voltage,fuel_pressure,engine_load,fault_type,dtc_code,sae_definition,subsystem,severity,standard_procedure
952.6,89.7,13.59,53.0,35.7,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
2168.4,86.8,13.72,44.4,43.7,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
553.8,96.6,13.65,46.9,86.3,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2933.4,96.9,11.6,45.9,53.3,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
603.9,100.4,13.8,44.1,88.0,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
4101.3,95.7,14.05,42.6,89.8,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
700.0,87.4,11.05,38.8,43.1,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
2711.1,119.8,14.3,48.0,71.5,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
,84.4,13.74,45.4,36.7,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
1758.4,90.6,13.76,21.2,62.2,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
3217.0,101.0,13.36,45.5,70.5,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2699.3,102.8,13.46,18.0,71.8,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
3075.0,86.0,13.78,40.1,79.7,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
3082.3,101.9,14.07,43.6,89.7,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2640.6,89.9,13.61,22.2,78.9,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
2733.3,83.2,14.5,18.0,77.2,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
3685.5,98.4,13.28,38.0,88.3,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2451.4,113.7,,53.4,62.3,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
1150.4,92.0,10.96,39.1,27.9,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
2083.9,90.8,10.72,40.5,43.9,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
2093.3,90.9,10.95,42.3,15.0,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
922.4,91.4,13.53,46.3,28.3,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
,101.6,13.45,43.2,79.1,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2016.9,85.1,13.94,43.0,38.1,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
2753.6,122.8,13.53,42.6,71.7,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
3044.7,113.6,13.08,47.0,55.9,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
3556.8,118.8,13.82,47.5,60.6,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
3470.2,92.0,13.2,18.3,62.2,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
910.0,94.9,11.2,38.7,31.7,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
3904.5,95.6,14.1,21.9,61.6,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
3662.5,97.6,13.81,45.1,99.0,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2188.5,119.0,13.14,49.3,64.9,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
2955.4,89.4,11.79,40.5,31.4,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
1970.5,85.3,14.44,43.8,30.1,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
572.6,91.3,12.94,52.0,76.0,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
3839.9,94.0,13.34,26.1,82.2,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
2960.3,111.1,13.3,47.2,47.2,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
1852.0,78.9,11.85,47.0,18.6,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
993.3,89.8,14.22,23.6,55.5,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
